;Marker Coordinate File
   X(um)    Y(um)     Z(um)  Marker Diameter
3 12473.63 -7573.17  -217.80     1.65
3 10913.23 -8417.72  -214.50     1.65
3 10964.38 -8478.77  -211.20     1.65
3  2121.48 -9232.57  -217.80     1.65
3  2073.63 -9240.82  -217.80     1.65
3  2159.43 -9283.72  -214.50     1.65
3  2162.73 -9197.92  -221.10     1.65
3  2952.83 -9188.02  -214.50     1.65
3  2893.43 -9283.72  -214.50     1.65
3  2883.53 -9250.72  -221.10     1.65
3  3731.38 -9288.67  -217.80     1.65
3  3668.68 -9303.52  -221.10     1.65
3  4468.68 -9287.02  -214.50     1.65
3  8448.88 -9277.12  -217.80     1.65
3  8534.68 -9285.37  -217.80     1.65
3  9257.13 -9285.37  -214.50     1.65
3  9273.63 -9224.32  -214.50     1.65
3  9306.63 -9169.87  -217.80     1.65
3 10055.48 -9197.92  -221.10     1.65
3  6096.73 -10009.47  -217.80     1.65
3  6093.43 -10055.67  -221.10     1.65
3  6172.63 -10004.52  -221.10     1.65
3  5285.18 -10100.22  -221.10     1.65
3  5309.93 -10009.47  -214.50     1.65
3  4516.53 -10024.32  -211.20     1.65
3  4551.18 -10037.52  -217.80     1.65
3  3721.48 -10052.37  -211.20     1.65
3  3703.33 -10083.72  -211.20     1.65
3  2886.83 -10063.92  -214.50     1.65
3  4572.63 -10827.62  -214.50     1.65
3  4570.98 -10794.62  -221.10     1.65
3  9804.26 -1091.87  -211.20     1.65
3  5015.81 -1114.97  -211.20     1.65
3  5015.81 -1124.87  -211.20     1.65
3  4187.76 -1938.07  -217.80     1.65
3  4230.66 -1827.52  -211.20     1.65
3  4159.71 -1858.87  -211.20     1.65
3  4156.41 -1883.62  -211.20     1.65
3  9786.11 -1840.72  -214.50     1.65
3  4166.31 -2677.02  -214.50     1.65
3  4217.46 -2639.07  -221.10     1.65
3  4138.26 -3448.97  -217.80     1.65
3  4233.96 -3468.77  -221.10     1.65
3  9000.96 -3511.67  -214.50     1.65
3  8920.11 -4234.12  -214.50     1.65
3  4934.96 -4263.82  -217.80     1.65
3  4921.76 -4278.67  -214.50     1.65
3  4200.96 -4225.87  -211.20     1.65
3  4146.51 -4300.12  -217.80     1.65
3  4130.01 -4313.32  -214.50     1.65
3  7438.91 -5896.82  -214.50     1.65
3  6587.76 -5880.32  -214.50     1.65
3  6567.96 -5914.97  -217.80     1.65
3  5756.41 -5863.82  -211.20     1.65
3  5741.56 -5844.02  -211.20     1.65
3  5761.36 -5919.92  -211.20     1.65
3  5847.16 -5891.87  -221.10     1.65
3  5761.36 -5809.37  -221.10     1.65
3 12853.90 -6453.58  -267.30     1.65
3 12151.25 -7268.43  -260.70     1.65
3 11277.00 -8035.43  -264.00     1.65
3  9714.95 -8789.23  -270.60     1.65
3 10510.00 -8845.33  -260.70     1.65
3  9700.10 -9633.78  -264.00     1.65
3  1675.35 -9661.83  -264.00     1.65
3  1747.95 -9597.48  -264.00     1.65
3  1771.05 -10405.73  -260.70     1.65
3  5729.80 -10433.78  -264.00     1.65
3  5681.95 -10409.03  -260.70     1.65
3  5680.30 -10476.68  -267.30     1.65
3  8914.95 -10394.18  -264.00     1.65
3  8967.75 -10405.73  -264.00     1.65
3 10319.44 -1460.02  -260.70     1.65
3  4836.59 -1473.22  -267.30     1.65
3  3988.74 -1461.67  -267.30     1.65
3  3992.04 -1493.02  -267.30     1.65
3  3935.94 -1484.77  -260.70     1.65
3  3927.69 -2268.27  -270.60     1.65
3  4013.49 -2266.62  -270.60     1.65
3  4013.49 -2360.67  -270.60     1.65
3  9540.89 -2368.92  -267.30     1.65
3  4803.59 -3909.52  -270.60     1.65
3  4770.59 -3939.22  -267.30     1.65
3  4805.24 -3972.22  -260.70     1.65
3  4754.09 -4732.62  -267.30     1.65
3  4737.59 -4709.52  -264.00     1.65
3  5507.89 -5555.72  -267.30     1.65
3  5572.24 -5529.32  -260.70     1.65
3  6395.34 -5463.32  -267.30     1.65
3  7167.29 -5573.87  -264.00     1.65
3 11717.81 -6791.22  -320.10     1.65
3 11698.01 -7503.77  -320.10     1.65
3  2833.66 -9141.71  -313.50     1.65
3  2861.71 -9140.07  -313.50     1.65
3  9258.41 -9126.87  -310.20     1.65
3  9220.46 -9194.51  -316.80     1.65
3 10121.11 -9186.26  -316.80     1.65
3 10126.06 -9202.76  -316.80     1.65
3  9276.56 -9907.07  -313.50     1.65
3  8428.71 -9908.71  -310.20     1.65
3  5236.96 -9987.92  -316.80     1.65
3  5212.21 -9979.67  -320.10     1.65
3  5319.46 -10001.12  -320.10     1.65
3  2129.36 -9982.96  -316.80     1.65
3  5260.06 -10703.76  -316.80     1.65
3  3924.16  -848.21  -313.50     1.65
3 10277.96 -1635.01  -316.80     1.65
3  9453.21 -1654.81  -320.10     1.65
3  9542.30 -1608.61  -316.80     1.65
3  9515.90 -1615.21  -313.50     1.65
3  4608.66 -1592.11  -310.20     1.65
3  4682.91 -1644.91  -320.10     1.65
3  4677.96 -1597.06  -310.20     1.65
3  4674.66 -1687.81  -320.10     1.65
3  4732.41 -1598.71  -313.50     1.65
3  4720.85 -1573.96  -310.20     1.65
3  3856.51 -1593.76  -316.80     1.65
3  3800.41 -1666.36  -316.80     1.65
3  3899.41 -1616.86  -316.80     1.65
3  3887.86 -1649.86  -310.20     1.65
3  3876.31 -2410.26  -313.50     1.65
3  3864.76 -2378.91  -313.50     1.65
3  4694.46 -2456.46  -320.10     1.65
3  9436.71 -2388.81  -310.20     1.65
3  9512.60 -2395.41  -316.80     1.65
3  9463.10 -3284.51  -316.80     1.65
3  9413.60 -3248.21  -313.50     1.65
3  9524.15 -3282.86  -316.80     1.65
3  9509.30 -3235.01  -310.20     1.65
3  4656.51 -3215.21  -310.20     1.65
3  3873.01 -3231.71  -310.20     1.65
3  3912.61 -3302.66  -316.80     1.65
3  3886.21 -3297.71  -316.80     1.65
3  3853.21 -3251.51  -316.80     1.65
3  3815.26 -3261.41  -310.20     1.65
3  4692.81 -4016.86  -316.80     1.65
3  4651.56 -4087.81  -320.10     1.65
3  4689.50 -4053.16  -313.50     1.65
3  9416.90 -4026.76  -313.50     1.65
3  4631.76 -4783.86  -316.80     1.65
3  5484.56 -5658.11  -313.50     1.65
3  5461.46 -5621.81  -310.20     1.65
3  7063.10 -5696.06  -313.50     1.65
3  7040.01 -5671.31  -316.80     1.65
3  7043.31 -5620.16  -320.10     1.65
3 12821.04 -6641.68  -359.70     1.65
3 12806.19 -6661.48  -359.70     1.65
3 11197.94 -7542.33  -369.60     1.65
3 11273.84 -7433.43  -363.00     1.65
3 11197.94 -8259.83  -363.00     1.65
3 10371.54 -8213.63  -363.00     1.65
3  1629.29 -9114.28  -359.70     1.65
3  1563.29 -9043.33  -366.30     1.65
3  2401.24 -9107.68  -363.00     1.65
3  2379.79 -9008.68  -369.60     1.65
3  9594.64 -9104.38  -366.30     1.65
3  4860.64 -9910.98  -369.60     1.65
3  1670.54 -9815.28  -363.00     1.65
3  3974.84 -10743.98  -359.70     1.65
3  3911.82  -864.00  -369.60     1.65
3  4659.02  -883.80  -359.70     1.65
3  9513.47 -1662.35  -369.60     1.65
3  9485.42 -1660.70  -366.30     1.65
3  9515.12 -1703.60  -369.60     1.65
3  9569.57 -1599.65  -369.60     1.65
3  9595.97 -1609.55  -369.60     1.65
3  4695.32 -1655.75  -363.00     1.65
3  4688.72 -1682.15  -359.70     1.65
3  4723.37 -1612.85  -363.00     1.65
3  4683.77 -1622.75  -359.70     1.65
3  4729.97 -1576.55  -363.00     1.65
3  4759.67 -1589.75  -363.00     1.65
3  3911.82 -1701.95  -366.30     1.65
3  3895.32 -1655.75  -369.60     1.65
3  3923.37 -1607.90  -363.00     1.65
3  3901.92 -2475.55  -366.30     1.65
3  3974.52 -2439.25  -359.70     1.65
3  3961.32 -2371.60  -366.30     1.65
3  3865.62 -2389.75  -366.30     1.65
3  3934.92 -2478.85  -369.60     1.65
3  3918.42 -2497.00  -369.60     1.65
3  4777.82 -2447.50  -359.70     1.65
3  9551.42 -2495.35  -369.60     1.65
3  9493.67 -2490.40  -369.60     1.65
3  9472.22 -2381.50  -369.60     1.65
3  9488.72 -3290.40  -369.60     1.65
3  9482.12 -3222.75  -366.30     1.65
3  4720.07 -3202.95  -363.00     1.65
3  4721.72 -3183.15  -366.30     1.65
3  3944.82 -3189.75  -363.00     1.65
3  3896.97 -3250.80  -363.00     1.65
3  3870.57 -3293.70  -363.00     1.65
3  3880.47 -3227.70  -359.70     1.65
3  3977.82 -4002.95  -369.60     1.65
3  4718.42 -4012.85  -363.00     1.65
3  8739.88 -4039.25  -359.70     1.65
3  4692.02 -4864.00  -359.70     1.65
3  4762.97 -4831.00  -366.30     1.65
3  4675.52 -4809.55  -363.00     1.65
3  4769.57 -4783.15  -359.70     1.65
3  4779.47 -4845.85  -363.00     1.65
3  5556.37 -5654.10  -359.70     1.65
3  5493.67 -5664.00  -363.00     1.65
3  5553.07 -5621.10  -369.60     1.65
3  6358.02 -5695.35  -363.00     1.65
3  6311.82 -5667.30  -363.00     1.65
3  6315.12 -5693.70  -359.70     1.65
3  6348.12 -5599.65  -369.60     1.65
3  7156.37 -5624.40  -363.00     1.65
3  7136.57 -5578.20  -363.00     1.65
3  7174.52 -5670.60  -359.70     1.65
3 12414.95 -5516.77  -409.20     1.65
3 12393.50 -5533.27  -415.80     1.65
3 12373.70 -7090.37  -419.10     1.65
3 12428.15 -7161.32  -419.10     1.65
3 12400.10 -7184.42  -419.10     1.65
3 11656.20 -7129.97  -409.20     1.65
3 11525.85 -7903.57  -415.80     1.65
3 10805.05 -8741.52  -419.10     1.65
3  2813.30 -8800.92  -409.20     1.65
3  1944.00 -8787.72  -412.50     1.65
3  2038.05 -8675.52  -409.20     1.65
3  2008.35 -8792.67  -419.10     1.65
3  1960.50 -8743.17  -419.10     1.65
3  1929.15 -8728.32  -412.50     1.65
3  1915.95 -9546.47  -409.20     1.65
3  2752.25 -9492.02  -409.20     1.65
3  4391.85 -9543.17  -415.80     1.65
3  4375.35 -9529.97  -415.80     1.65
3  8414.95 -10300.27  -409.20     1.65
3  8332.45 -10331.62  -412.50     1.65
3  5978.65 -10376.17  -415.80     1.65
3  5247.95 -10351.42  -409.20     1.65
3  4340.70 -10338.22  -419.10     1.65
3  4332.45 -10280.47  -415.80     1.65
3  2000.10 -10306.87  -415.80     1.65
3  2052.90 -10353.07  -412.50     1.65
3  3588.55 -11161.32  -412.50     1.65
3 10319.79 -1307.02  -412.50     1.65
3 10266.99 -1406.02  -415.80     1.65
3  9450.49 -1340.02  -409.20     1.65
3  9539.59 -1429.12  -412.50     1.65
3  9499.99 -1313.62  -419.10     1.65
3  3878.54 -1335.07  -415.80     1.65
3  3906.59 -1397.77  -412.50     1.65
3  3895.04 -2214.27  -412.50     1.65
3  3817.49 -2224.17  -415.80     1.65
3  3924.74 -2153.22  -419.10     1.65
3  3873.59 -2179.62  -419.10     1.65
3  4693.39 -2138.37  -419.10     1.65
3  4713.19 -2115.27  -419.10     1.65
3  4665.34 -2222.52  -415.80     1.65
3  4610.89 -2214.27  -415.80     1.65
3  9508.24 -2227.47  -409.20     1.65
3  9476.89 -2938.37  -409.20     1.65
3  9499.99 -3020.87  -415.80     1.65
3  9458.74 -2964.77  -419.10     1.65
3  9537.94 -2976.32  -419.10     1.65
3  4604.29 -2986.22  -412.50     1.65
3  4624.09 -2920.22  -412.50     1.65
3  4615.84 -2941.67  -409.20     1.65
3  4640.59 -3020.87  -415.80     1.65
3  3883.49 -2948.27  -412.50     1.65
3  3904.94 -2918.57  -412.50     1.65
3  3842.24 -2961.47  -409.20     1.65
3  3871.94 -3789.52  -415.80     1.65
3  4655.44 -3718.57  -409.20     1.65
3  4742.89 -3806.02  -419.10     1.65
3  4663.69 -4571.37  -409.20     1.65
3  4704.94 -4558.17  -409.20     1.65
3  4739.59 -4587.87  -409.20     1.65
3  6253.79 -5364.77  -415.80     1.65
3  6278.54 -5318.57  -412.50     1.65
3  6309.89 -5424.17  -415.80     1.65
3  6205.94 -5326.82  -419.10     1.65
3  7825.74 -5359.82  -419.10     1.65
3  7022.44 -6169.72  -419.10     1.65
3  6318.14 -6126.82  -412.50     1.65
3 12403.68 -6031.87  -465.30     1.65
3 12406.98 -6818.67  -468.60     1.65
3 11539.33 -7631.87  -465.30     1.65
3 10806.98 -8336.17  -465.30     1.65
3  1906.33 -8331.22  -462.00     1.65
3  1978.93 -9180.72  -468.60     1.65
3  1960.78 -9212.07  -468.60     1.65
3  6810.28 -9951.02  -465.30     1.65
3  4299.73 -10038.47  -458.70     1.65
3  2005.33 -9998.87  -462.00     1.65
3  1906.33 -9927.92  -462.00     1.65
3  2773.98 -10850.02  -465.30     1.65
3  4370.68 -10732.87  -462.00     1.65
3  5114.58 -10734.52  -465.30     1.65
3  9133.28 -1551.89  -465.30     1.65
3  9014.48 -2262.79  -462.00     1.65
3  4260.68 -3971.69  -458.70     1.65
3  9106.88 -3885.89  -458.70     1.65
3  5113.48 -4732.09  -462.00     1.65
3  5115.13 -4684.24  -458.70     1.65
3  5096.98 -4755.19  -462.00     1.65
3  5120.08 -5565.09  -462.00     1.65
3  5062.33 -5484.24  -465.30     1.65
3  5814.48 -5502.39  -458.70     1.65
3  5900.28 -5467.74  -468.60     1.65
3  7454.08 -5553.54  -468.60     1.65
3  7495.33 -5500.74  -468.60     1.65
3  7508.53 -5497.44  -458.70     1.65
3 11432.29 -7605.48  -514.80     1.65
3 11399.29 -7600.53  -514.80     1.65
3 11410.84 -8393.93  -518.10     1.65
3  2627.34 -9230.23  -518.10     1.65
3  3447.14 -9175.78  -514.80     1.65
3  8252.09 -9972.48  -508.20     1.65
3  3466.94 -10005.48  -514.80     1.65
3  9907.93 -1032.94  -508.20     1.65
3  9901.33 -1821.39  -511.50     1.65
3  9902.98 -1852.74  -511.50     1.65
3  9932.68 -1827.99  -514.80     1.65
3  4401.99 -2646.14  -514.80     1.65
3  4314.54 -3413.14  -518.10     1.65
3  9182.19 -3492.34  -511.50     1.65
3  9164.04 -3411.49  -508.20     1.65
3  4337.64 -4251.09  -511.50     1.65
3  4370.64 -4282.44  -514.80     1.65
3  4365.69 -5080.79  -518.10     1.65
3  4418.49 -5016.44  -514.80     1.65
3  5160.74 -5021.39  -518.10     1.65
3  5180.54 -5013.14  -518.10     1.65
3  8360.74 -4990.04  -511.50     1.65
3  8398.69 -4978.49  -508.20     1.65
3  7577.24 -5806.54  -514.80     1.65
3  6773.94 -5823.04  -511.50     1.65
3 12299.66 -5615.18  -564.30     1.65
3 12302.96 -5669.63  -561.00     1.65
3  2717.81 -9572.28  -567.60     1.65
3  2635.31 -11155.78  -561.00     1.65
3  2613.86 -11203.63  -561.00     1.65
3  5273.85 -1094.22  -561.00     1.65
3  5285.40 -1079.37  -564.30     1.65
3  4511.80 -1064.52  -561.00     1.65
3  4546.45 -1097.52  -561.00     1.65
3  4465.60 -1094.22  -561.00     1.65
3  4490.35 -1089.27  -561.00     1.65
3  7721.70 -5874.42  -557.70     1.65
